sentence_id,domain_category,english_text,sesotho_text,source,source_reference,translator_code,reviewer_status,notes
2937,Symptoms and Complaints,I have pain in my right knee that radiates to my calf.,Ke na le mahloko mangoleng a ka a le letona a isisoang letsoalikaneng la ka.,WHO,symptoms-complaints-v1,,reviewed,
4205,Maternal and Child Health,My child has been having a high fever for three days.,Ngoana oa ka o ntse a na le feberu e phahameng matsatsi a mararo.,WHO,maternal-child-health-v1,,reviewed,
3412,Symptoms and Complaints,I have a lump in my groin.,Ke na le sekhulo groineng ea ka.,WHO,symptoms-complaints-v1,,reviewed,
1577,Tuberculosis,Malnutrition is the single largest risk factor for tuberculosis globally.,Ho hloka phepo ke ntlha e le 'ngoe e kholo ka ho fetisisa ea kotsi ea tuberculosis lefatšeng lohle.,WHO,tb-malnutrition,,reviewed,
3955,Appointments and Follow-Up,I felt reassured after speaking with the doctor at my follow-up.,Ke ikutloa ke tsitsitsoe ka mor'a ho bua le ngaka ho latela ha ka.,WHO,appointments-followup-v1,,reviewed,
214,HIV,Pre-test counselling explains what HIV is and what the test involves.,Keletso e ntoeng pele ho hlahlobo e hlalosa hore na HIV ke eng le hore na hlahlobo e kenyelletsa eng.,CDC_HIVNexus,hiv-counselling,,reviewed,
779,HIV,ART stockouts at health facilities lead to treatment interruptions and resistance.,Ho fela ha ART likamoreng tsa bophelo bo botle ho lebisa ho emisa ha phekolo le khakanyo.,MSF,hiv-stockouts,,reviewed,
1416,Tuberculosis,"Improving living conditions, reducing overcrowding, and addressing poverty are essential for TB prevention.","Ho ntlafatsa maemo a bophelo, ho fokotsa ho tletse batho, le ho sebetsana le bofuma ke tsa bohlokoa bakeng sa thibelo ea TB.",WHO,tb-prevention-social,,reviewed,
3760,Appointments and Follow-Up,I was reminded that exercise helps manage my condition.,Ke khumamisitsoe hore ho itlama ho thusa ho laola boemo ba ka.,WHO,appointments-followup-v1,,reviewed,
2044,Medication Instructions,Keep out of direct sunlight and away from heat sources.,Boloka kantle ho letsatsi la kotloloho le hole ho mehloli ea mocheso.,WHO,medication-instructions-v1,,reviewed,
2849,Symptoms and Complaints,I have pain in my right side under my ribs.,Ke na le mahloko lehlakoreng la ka la le letona tlase ho marapo a sefuba.,WHO,symptoms-complaints-v1,,reviewed,
4538,General Patient Education,Choose foods that are low in saturated fat and cholesterol.,Khetha lijo tse tlase ho mafura a saturated le cholesterol.,WHO,general-patient-education-v1,,reviewed,
3506,Appointments and Follow-Up,Can I schedule an appointment for my child?,Na nka rerela appointment bakeng sa ngoana oa ka?,WHO,appointments-followup-v1,,reviewed,
3814,Appointments and Follow-Up,I would like to know when my next appointment should be.,Ke rata ho tseba nako eo appointment ea ka e latelang e lokela ho ba teng.,WHO,appointments-followup-v1,,reviewed,
1568,Tuberculosis,Cough hygiene — covering your mouth when coughing — helps prevent TB transmission.,Bohloeki ba ho kohoa — ho khupetsa molomo oa hau ha u kohoa — bo thusa ho thibela phetisetso ea TB.,CDC,tb-cough-hygiene,,reviewed,
166,HIV,Oral health problems such as thrush and gum disease are common in people with HIV.,"Mathata a bophelo bo botle ba molomo, a kang tšea (thrush) le lefu la marinini (gum disease), a tloaelehile ho batho ba phelang le HIV.",CDC_HIVNexus,hiv-oral-health,,reviewed,
4715,General Patient Education,Take your thyroid medication at the same time every day.,Nka moriana oa thyroid ka nako e tšoanang letsatsi le leng le le leng.,WHO,general-patient-education-v1,,reviewed,
4273,Maternal and Child Health,I was advised to use clean utensils when feeding my baby.,Ke keletsoeng ho sebelisa lisebelisoa tse hloekileng ha ke fepa ngoana oa ka.,WHO,maternal-child-health-v1,,reviewed,
4927,General Patient Education,Faith communities play an important role in health promotion.,Sechaba sa tumelo se bapala karolo ea bohlokoa ho khothaletseng bophelo bo botle.,WHO,general-patient-education-v1,,reviewed,
1344,Tuberculosis,TB screening should be part of routine antenatal care in high-burden settings.,Tlhahlobo ea TB e lokela ho ba karolo ea tlhokomelo e tloaelehileng ea bakhachane libakeng tse nang le moroalo o phahameng oa TB.,WHO,tb-anc-screening,,reviewed,
2014,Medication Instructions,Administer the intramuscular injection into the anterolateral thigh in young children.,Fana ka ente ea ka hare ho mochine ka hare ho anterolateral thigh ho bana ba banyenyane.,WHO,medication-instructions-v1,,reviewed,
274,HIV,Social protection programmes help people living with HIV meet their basic needs.,Mehlala ya tšehetso ya setšhaba e thusa batho ba phelang le HIV ho kgona ho fumana diteko tsa bone tsa mahlong.,UNAIDS,hiv-social-protection,,raw,
72,HIV,Pneumocystis pneumonia is a serious lung infection that can occur in people with low CD4 counts.,Lefu la matšofong la Pneumocystis pneumonia ke tšoaetso e mpe haholo ea matšofong e ka hlahang ho batho ba nang le lipalo tse tlase tsa masole a mmele a CD4 (low CD4 counts).,NIH_HIVinfo,opportunistic-infections,,reviewed,
3888,Appointments and Follow-Up,I did not come because I lost my clinic card.,Ha ke a tla hobane ke lahlile karete ea ka ea kliniki.,WHO,appointments-followup-v1,,reviewed,
1088,Tuberculosis,All TB patients should be tested for HIV at the time of TB diagnosis.,Bakuli bohle ba TB ba lokela ho hlahlobeloa HIV nako ea tlhahlobo ea TB.,WHO,tb-hiv-cotesting,,reviewed,
395,HIV,Long-acting injectable ART is a new option for people who have difficulty taking daily pills.,Lenaneo la ART le etswang ke mantswe le pholile ke kgetho e ntjha kwa ao ba sa kweng ba phaphathi ba matsatsi a sile.,NIH_HIVinfo,art-long-acting,,raw,
584,HIV,Culturally appropriate HIV counselling improves acceptance of testing and treatment.,Thibo ya khansele ya setso e oketseka kahlolo ya tshebetso le tšebetso ya HIV.,UNAIDS,hiv-cultural-counselling,,raw,
1368,Tuberculosis,Community education campaigns can reduce TB stigma by promoting accurate information.,Matšolo a thuto sechabeng a ka fokotsa sekhobo sa TB ka ho khothalletsa tlhahisoleseling e nepahetseng.,UNAIDS,tb-stigma-education,,reviewed,
4988,General Patient Education,Do not give adult medications to children without medical advice.,O se ke oa fa bana meriana ea batho ba baholo ntle le keletso ea bongaka.,WHO,general-patient-education-v1,,reviewed,
4089,Maternal and Child Health,I was given a blood transfusion after delivery.,Ke ile ka fumana madi a mmala ka mora tswalo.,WHO,maternal-child-health-v1,,raw,
2549,Medication Instructions,Do not give the medicine to a child who is on a gluten-free diet without checking ingredients.,U se ke ua fana ka moriana ho ngoana ea lijo tse se nang gluten ntle le ho hlahloba lihlahisoa.,WHO,medication-instructions-v1,,reviewed,
1014,Tuberculosis,Miliary TB is a severe form of the disease where bacteria spread through the bloodstream to multiple organs.,TB ea miliary ke mofuta o matla oa bolwetse moo bakteria e phatlalatsang ka mali ho ea litho tse ngata.,NIH,tb-miliary,,reviewed,
4898,General Patient Education,Seek help if you are having thoughts of harming yourself.,Batla thuso haeba o na le menahano ea ho itšenya.,WHO,general-patient-education-v1,,reviewed,
3004,Symptoms and Complaints,I am coughing up pink frothy sputum.,Ke kohoa sputum e tšoeu-khubelu e nang le liporo.,WHO,symptoms-complaints-v1,,reviewed,
4789,General Patient Education,Empower yourself with health knowledge and share it with others.,Ikematlafatsa ka tsebo ea bophelo bo botle mme u e arolelane le ba bang.,WHO,general-patient-education-v1,,reviewed,
4408,General Patient Education,Your medical information cannot be shared without your consent.,Tlhahisoleseling ea hao ea bongaka ha e khone ho aroleloa ntle le tumelo ea hao.,WHO,general-patient-education-v1,,reviewed,
3533,Appointments and Follow-Up,Can I schedule an appointment for a physical examination?,Na nka rerela appointment bakeng sa tlhahlobo ea 'mele?,WHO,appointments-followup-v1,,reviewed,
1764,Tuberculosis,"If you have been coughing for more than two weeks, please visit your nearest clinic.","Haeba u kohile nako e fetang libeke tse peli, ka kopo etela kliniki ea hau e haufi.",DOH_SA,tb-call-to-action,,reviewed,
1876,Medication Instructions,Take one tablet with the first meal of the day.,Nka pilisi e le ngoe le lijo tsa pele tsa letsatsi.,WHO,medication-instructions-v1,,reviewed,
1260,Tuberculosis,TB treatment cards and registers are essential tools for tracking patient progress and outcomes.,Likarete tsa kalafo ea TB le lirejistara ke lisebelisoa tsa bohlokoa bakeng sa ho latela tsoelo-pele le liphetho tsa bakuli.,WHO,tb-treatment-records,,reviewed,
4531,General Patient Education,Eat smaller portions more frequently throughout the day.,Ja likarolo tse nyenyane hangata letsatsing la hao.,WHO,general-patient-education-v1,,reviewed,
2254,Medication Instructions,This medicine may cause increased production of bile.,Moriana ona o ka baka ho eketseha ha tlhahiso ea bile.,WHO,medication-instructions-v1,,reviewed,
2782,Symptoms and Complaints,I feel my condition is deteriorating rapidly.,Ke ikutloa boemo ba ka bo mpe ka potlako.,WHO,symptoms-complaints-v1,,reviewed,
3593,Appointments and Follow-Up,I would like to know the cost of my appointment.,Ke rata ho tseba theko ea appointment ea ka.,WHO,appointments-followup-v1,,reviewed,
527,HIV,HIV and chronic inflammation increase the risk of heart attack and stroke.,HIV le ho se phethelwe ke mafolofolo ho oketse tshwanelo ya ho ba le heart attack le stroke.,NIH_HIVinfo,hiv-cardiovascular,,raw,
4264,Maternal and Child Health,I was told to give my baby a variety of foods every day.,Ke boletsoe ho fa ngoana oa ka mefuta e fapaneng ea lijo letsatsi le leng le le leng.,WHO,maternal-child-health-v1,,reviewed,
2947,Symptoms and Complaints,I have pain in my left hip that radiates to my knee.,Ke na le mahloko lethekeng la ka la molema a isisoang mangoleng a ka.,WHO,symptoms-complaints-v1,,reviewed,
378,HIV,A rapid CD4 count test should be done for all people presenting with advanced HIV disease.,Tsebo ya di-CD4 e swanetse e etsoe ho batho bohle ba tswang ka bolwetse bja HIV bjo bogolo.,WHO,hiv-advanced-disease,,raw,
1560,Tuberculosis,BCG vaccination is given at birth as part of the routine childhood immunisation schedule.,Ente ea BCG e fanoa ha ho tsoaloa e le karolo ea leano la kamehla la ente ea bana.,DOH_SA,tb-bcg-schedule,,reviewed,
3821,Appointments and Follow-Up,I want to ask about natural remedies that are safe to use.,Ke rata ho botsa ka meriana ea tlhaho e bolokehileng ho sebelisa.,WHO,appointments-followup-v1,,reviewed,
1964,Medication Instructions,Administer the nasal spray by inserting the tip into one nostril.,Fana ka nasal spray ka ho kenya ntlha sefubeng se le seng sa nko.,WHO,medication-instructions-v1,,reviewed,
4733,General Patient Education,You have the right to receive care regardless of your HIV status.,O na le tokelo ea ho amohela tlhokomelo ntle le ho sheba boemo ba hao ba HIV.,WHO,general-patient-education-v1,,reviewed,
349,HIV,Isoniazid preventive therapy should be given for at least six months.,Isoniazid preventive therapy e etsoe ka metsotsoana e seng kae kae 6.,WHO,hiv-tb-ipt,,raw,
2435,Medication Instructions,Do not take a double dose of a corticosteroid if you miss one.,U se ke ua nka dose e habeli ea corticosteroid haeba u lahlehetsoe ke e le ngoe.,WHO,medication-instructions-v1,,reviewed,
2247,Medication Instructions,Contact your doctor if you develop a persistent pain in the abdomen.,Ikopanye le ngaka ea hau haeba u ba le mahloko a tsoelang pele mpeng.,WHO,medication-instructions-v1,,reviewed,
4167,Maternal and Child Health,I would like to know which vaccines my baby needs today.,Ke batla go tseba veksi efe e yengwa ke mwana wa ka kajeno.,WHO,maternal-child-health-v1,,raw,
1710,Tuberculosis,Liquid culture media such as MGIT give faster results than solid media.,Mecha ea culture ea metsi joalo ka MGIT e fana ka liphetho tse potlakileng ho feta mecha e thata.,WHO,tb-liquid-culture,,reviewed,
1051,Tuberculosis,"Headache, confusion, and neck stiffness are warning signs of TB meningitis.","Mahloko a hlooho, ho tsieleha, le ho thatafala ha molala ke lišoaetso tsa tlhokahalo ea TB meningitis.",WHO,tb-meningitis-symptoms,,reviewed,
591,HIV,I have been on HIV treatment for three months and I feel much stronger.,Ke lekaletswe ke tshebetso ya HIV ka metshe e meraro mme ke motho yo a ntseng a le betere.,clinical_fieldwork,patient-hiv-treatment-response,,raw,
520,HIV,PEPFAR is the largest bilateral HIV programme in the world.,PEPFAR ke programme ya HIV e kholo ya tshebetso ya naha.,CDC_HIVNexus,hiv-pepfar,,raw,
4753,General Patient Education,Children and adolescents also have rights in healthcare settings.,Bana le bacha le bona ba na le litokelo libakeng tsa tlhokomelo ea bophelo bo botle.,WHO,general-patient-education-v1,,reviewed,
4309,Maternal and Child Health,I was told to never leave my young child unsupervised near water.,Ke boletsoe ho se ke ke lahla ngoana oa ka ea monyenyane a sa lebelloa haufi le metsi.,WHO,maternal-child-health-v1,,reviewed,
2478,Medication Instructions,"If you miss a dose of an anti-inflammatory, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea anti-inflammatory, e nke hang hang ha u hopola.",WHO,medication-instructions-v1,,reviewed,
1084,Tuberculosis,"The WHO four-symptom screen — cough, fever, weight loss, night sweats — is used to identify TB suspects.","Tlhahlobo ea matšoao a mane a WHO — ho kohoa, feberu, ho lahleheloa ke boima, molapo oa bosiu — e sebelisoa ho tseba ba nahanoa ba nang le TB.",WHO,tb-symptom-screen,,reviewed,
3589,Appointments and Follow-Up,Can I attend my appointment via telephone?,Na nka tla appointment ea ka ka mohala?,WHO,appointments-followup-v1,,reviewed,
4779,General Patient Education,Apply for a medical aid or health insurance if you can afford it.,Etsa kopo ea thuso ea bongaka kapa inshorense ea bophelo bo botle haeba o khona ho e lefella.,WHO,general-patient-education-v1,,reviewed,
4510,General Patient Education,Discuss your sexual health openly with your healthcare provider.,Buisana ka bophelo ba hao ba thobalano ka bolokolohi le mofani oa hao oa tlhokomelo ea bophelo bo botle.,WHO,general-patient-education-v1,,reviewed,
1295,Tuberculosis,"Psychosocial support is critical for MDR-TB patients who face long, difficult treatment courses.",Tšehetso ea kelello le ea sechaba e bohlokoa haholo ho bakuli ba MDR-TB ba tobaneng le meralo ea kalafo e melelele le e boima.,WHO,tb-mdr-psychosocial,,reviewed,
1810,Medication Instructions,"Take two tablets on the first day, then one tablet daily for the remaining days.","Nka lipilisi tse peli letsatsing la pele, ebe o nka pilisi e le ngoe letsatsi le leng le le leng matsatsing a setseng.",WHO,medication-instructions-v1,,reviewed,
792,HIV,Psychosocial support for orphans and vulnerable children improves their wellbeing.,Tshehetso ea psychosocial bakeng sa bana ba mahlomola le ba bokoa e ntlafatsa bophelo ba bona bo botle.,UNICEF,hiv-ovc-support,,reviewed,
793,HIV,"Community-based organisations provide home visits, food support, and school fees for OVC.","Mekhatlo e thehiloeng sechabeng e fana ka litsebeliso tsa lapeng, tshehetso ea lijo, le lifee tsa sekolo bakeng sa OVC.",UNICEF,hiv-ovc-services,,reviewed,
4115,Maternal and Child Health,I have a painful and swollen breast since I started breastfeeding.,Ke na le tsebe e bolaelang le e buleng ka mor'a ho qala ho nka.,WHO,maternal-child-health-v1,,raw,
1856,Medication Instructions,"Take one tablet twice daily, swallowed whole with water.","Nka pilisi e le ngoe habeli ka letsatsi, e metsooa ka botlalo le metsi.",WHO,medication-instructions-v1,,reviewed,
